method,cluster,num_traces,replay_fitness,replay_precision,align_fitness,align_precision,simplicity,ER,graph_density,graph_entropy
entropic_clustering_split_randominit,2,113886,0.9958322672352524,0.6924321194538308,0.9900209068655784,0.6924321194538308,0.7894736842105263,0.5827555758240615,0.3782051282051282,7.397287942624735
entropic_clustering_split_randominit,3,34491,0.9943558596757632,0.8001467216872994,0.9921037361347862,0.8001467216872994,0.6842105263157894,3.2123517610404444,0.3846153846153846,9.926144181847754
entropic_clustering_split_randominit,4,44160,0.9929686622384194,0.4596472912694236,0.9930366090827696,0.4596472912694236,0.6393442622950819,0.2567265513000826,0.2756410256410256,8.223469611625854
entropic_clustering_split_randominit,average,561470,0.9758531917548788,0.68059861784676,0.9762654185243806,0.680613795655693,0.6944873970028668,1.119504280285082,0.357895939824627,7.753075855317818
frequency_based,1,385400,0.9999003184013856,0.8301125597854924,0.9997226376340668,0.8301125597854924,0.6923076923076922,1.4894828383126892,0.303030303030303,6.711728233306902
frequency_based,2,22772,1.0,0.9359989041429484,0.9479754984330656,0.9362855093037812,0.7333333333333333,3.9775869534696233,0.3939393939393939,8.056138132626605
frequency_based,3,148443,0.9910912487141078,0.9552917885634392,0.9848160836561908,0.9552917885634392,0.6923076923076922,1.839770989402674,0.2435897435897435,8.417836374923352
frequency_based,4,4855,0.9908223077611116,0.8296236805874254,0.978184225348604,0.8332269853239747,0.6666666666666666,8.365539890431224,0.3782051282051282,9.901240784402535
frequency_based,average,561470,0.997496897873337,0.8674980845378142,0.9934966087497648,0.8675408661952819,0.6937498864016753,1.742461960813695,0.2916523498526989,7.244899723375558
random_clustering,1,351558,0.9554156886502114,0.7868251804239538,0.944241311249904,0.7870779321366637,0.6923076923076922,1.351772496682105,0.4230769230769231,6.960022640500456
random_clustering,2,137428,0.9981084917266152,0.501549135749207,0.9967127392397248,0.501549135749207,0.6507936507936508,1.0599459848637882,0.4230769230769231,14.608202389074124
random_clustering,3,45274,0.9899859194593073,0.9229814298347052,0.9782690865587392,0.9229814298347052,0.7560975609756097,3.860888356420064,0.391025641025641,10.847231397948455
random_clustering,4,27210,0.9875943122460824,0.5615721889412384,0.9742471195265522,0.5615801704105345,0.641025641025641,4.110330616361188,0.3653846153846153,9.321466513319631
random_clustering,average,561470,0.9702123821848236,0.71706239322253,0.9612824264445268,0.7172210376067292,0.6848049694578427,1.6163510921619644,0.4176965867528141,9.259911189400828
actitrac_freq,1,304664,0.9282761376365247,0.6666485064663576,0.9017069115115959,0.6666485064663576,0.6842105263157894,0.6878395671409405,0.4423076923076923,9.193383135834102
actitrac_freq,2,192149,0.9924281011850067,0.7848535041955129,0.9861414463672781,0.7848535041955129,0.6708860759493671,2.057169718230418,0.40384615384615385,9.661778705483492
actitrac_freq,3,41955,0.9999462243519881,0.8580740619523937,0.9997707020669129,0.8580740619523937,0.6842105263157894,0.15219040545665963,0.32142857142857145,3.1716906090780457
actitrac_freq,4,22702,0.9994168890145424,0.9372481004294682,0.9991437279342679,0.9372481004294682,0.7777777777777779,2.116374288829966,0.2111111111111111,3.176495896214201
actitrac_freq,average,561470,0.9584624191294064,0.7323463768267092,0.9418698558846883,0.7323463768267092,0.6834337865598494,1.1741929856228048,0.4107646811821567,8.66043615066777
actitrac_dist,1,319070,0.9859106870140772,0.6482641132806364,0.9812607402963236,0.6482641132806364,0.6923076923076922,1.1118540628340539,0.4166666666666667,8.620643991094806
actitrac_dist,2,93864,1.0,1.0,0.999950289103767,1.0,0.8461538461538463,0.06886860827980082,0.3,0.06885093342257392
actitrac_dist,3,41367,0.9985618234383045,0.9976336885483403,0.9982621194814006,0.9976336885483403,0.7391304347826086,0.07409196396993986,0.2916666666666667,2.906167550191912
actitrac_dist,4,107169,0.9995622929203445,0.6718584913529444,0.9993145265531072,0.6718584913529444,0.625,3.3954447071751357,0.45454545454545453,8.441364040639462
actitrac_dist,average,561470,0.9918038741619932,0.7373094663622909,0.9890837372175556,0.7373094663622909,0.708629550457998,1.2969080003790645,0.3951833404305042,6.735753429699674
